id,address,enabled,comment,date_added,date_modified
1,https://raw.githubusercontent.com/StevenBlack/hosts/master/hosts,1,Migrated from /etc/pihole/adlists.list,2025-02-22 16:02:48,2025-02-22 16:02:48
